M860A          MODECRAFT FASHIONS            ACCOUNTS PAYABLE DEPT.        1830 ROUTE 130N               BURLINGTON       NJ08016    0053092470122104  34800.00  12N/10 EOM + 60                 801773301      
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3515092834122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3496092835122104    133.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2935092836122104     79.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2920092837122104    118.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5091092838122104     39.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5089092839122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5199092840122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1602092841122104     89.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1924092842122104     89.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1590092843122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1591092844122104    141.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1593092845122104    118.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1596092846122104     39.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5065092847122104     65.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5066092848122104     54.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1415092849122104     74.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1640092850122104     70.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1656092851122104     48.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2170092852122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2163092853122104     96.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1406092854122104     79.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1399092855122104     63.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2201092856122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1670092857122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2183092858122104     70.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2200092859122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2174092860122104     74.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1661092861122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1677092862122104     92.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2888092863122104     48.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2892092864122104     48.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1408092865122104    108.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1623092866122104    100.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1396092867122104     78.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1412092868122104    120.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2886092869122104     47.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3483092870122104     48.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2897092871122104     54.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2903092872122104     64.00   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3481092873122104     46.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3475092874122104     72.75   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3474092875122104     47.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2674092876122104     85.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2666092877122104     58.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1659092878122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1631092879122104    131.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2156092880122104     71.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0282092881122104     72.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0273092882122104     54.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0281092883122104     64.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0267092884122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3541092885122104     46.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1782092886122104     39.75   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1951092887122104     16.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1956092888122104     55.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1957092889122104     31.00   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2152092890122104     55.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2159092891122104     55.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2659092892122104     62.00   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2649092893122104     31.00   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2922092894122104     70.75   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2920092895122104     55.25   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2916092896122104     70.75   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2908092897122104     47.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3488092898122104     48.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5082092899122104     78.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5069092900122104     47.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5066092901122104     46.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    5055092902122104     79.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    3561092903122104     47.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2906092904122104     46.50   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0265092905122104     94.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0248092906122104     54.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0121092907122104    103.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0122092908122104     77.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0226092909122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0260092910122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0259092911122104     39.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0251092912122104     62.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0249092913122104     81.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2142092914122104     72.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2152092915122104     66.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2153092916122104     69.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2224092917122104     69.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2163092918122104     40.75   6N/60                          4851214637     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0240092919122104     63.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2225092920122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2227092921122104     88.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2326092922122104    101.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2122092923122104     55.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2130092924122104     86.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2133092925122104    113.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2330092926122104     96.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0266092927122104     46.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1245092928122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1254092929122104    112.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1309092930122104     80.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1313092931122104    140.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0179092932122104    120.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0220092933122104    121.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0236092934122104     48.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0239092935122104     93.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2093092936122104    127.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2102092937122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0163092938122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0206092939122104     38.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0214092940122104     71.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2341092941122104    125.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2352092942122104     46.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2366092943122104    156.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2369092944122104     87.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2399092945122104    190.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2373092946122104     85.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1320092947122104    117.25   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2151092948122104    109.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2157092949122104     50.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1273092950122104     47.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1279092951122104    110.50   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    1292092952122104     62.00   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    0218092953122104     72.75   6N/60                          4851214745     
W149A          WALMART STORES INC            702 S W 8TH ST                INVOICE CONTROL 8002          BENTONVILLE      AR72716    2139092954122104    105.75   6N/60                          4851214745     
            
